M_ID,NAME
1324,In the Mouth of Madness
1325,Reality Bites
1326,Baby's Day Out
1327,Texas Chainsaw Massacre: The Next Generation
1328,The Client
1329,Blank Check
1330,Police Academy: Mission to Moscow
1331,Little Big League
1332,S.F.W.
1333,Terminal Velocity
1334,Lassie
1335,A Simple Twist of Fate
1336,Mrs. Parker and the Vicious Circle
1337,Barcelona
1338,Pred dozhdot
1339,Burnt by the Sun
1340,Tom & Viv
1341,Congo
1342,Desperado
1343,Mighty Morphin Power Rangers: The Movie
1344,GoldenEye
1345,Hackers
1346,Heavyweights
1347,Ace Ventura: When Nature Calls
1348,Jade
1349,Halloween: The Curse of Michael Myers
1350,Devil in a Blue Dress
1351,Boys on the Side
1352,Underground
1353,Mighty Aphrodite
1354,The Doom Generation
1355,Heavy
1356,The Brothers McMullen
1357,The Pebble and the Penguin
1358,Bad Company
1359,White Man's Burden
1360,Trainspotting
1361,Bottle Rocket
1362,Star Trek: First Contact
1363,Swingers
1364,Bio-Dome
1365,Secrets & Lies
1366,Daylight
1367,Ransom
1368,The People vs. Larry Flynt
1369,Michael
1370,Jingle All the Way
1371,Black Sheep
1372,Michael Collins
1373,Everyone Says I Love You
1374,Hellraiser: Bloodline
1375,Mad Dog Time
1376,Irma Vep
1377,The Glimmer Man
1378,The Juror
1379,Citizen Ruth
1380,Kissed
1381,Sgt. Bilko
1382,Caught
1383,The Van
1384,Grace of My Heart
1385,Celtic Pride
1386,Ed
1387,L.A. Confidential
1388,Home Alone 3
1389,Dante's Peak
1390,The Lost World: Jurassic Park
1391,Anastasia
1392,Romy and Michele's High School Reunion
1393,Vegas Vacation
1394,Grosse Pointe Blank
1395,Open Your Eyes
1396,Double Team
1397,Jungle 2 Jungle
1398,Eve's Bayou
1399,Kundun
1400,Red Corner
1401,Nowhere
1402,Mrs. Brown
1403,The Pest
1404,Plump Fiction
1405,Eight Days a Week
1406,Swept from the Sea
1407,Mr. Jealousy
1408,The Truman Show
1409,Stepmom
1410,The Waterboy
1411,Ronin
1412,Pi
1413,Sphere
1414,Deep Rising
1415,Antz
1416,The Avengers
1417,The Players Club
1418,Dead Man on Campus
1419,Dangerous Beauty
1420,Pecker
1421,Without Limits
1422,Wide Awake
1423,Lovers of the Arctic Circle
1424,Palmetto
1425,Barney's Great Adventure
1426,Edge of Seventeen
1427,The Land Girls
1428,Place Vendôme
1429,Eyes Wide Shut
1430,Star Wars: Episode I - The Phantom Menace
1431,The Sixth Sense
1432,Varsity Blues
1433,Being John Malkovich
1434,Detroit Rock City
1435,Ratcatcher
1436,Blue Streak
1437,The Limey
1438,Superstar
1439,Ride with the Devil
1440,Mumford
1441,Black & White
1442,Malena
1443,The Skulls
1444,Big Momma's House
1445,Nutty Professor II: the Klumps
1446,The Crimson Rivers
1447,Chuck & Buck
1448,Girlfight
1449,Beautiful Creatures
1450,Gossip
1451,Hey Ram
1452,The Man Who Cried
1453,True Colors
1454,Newsies
1455,Once Upon a Crime...
1456,True Romance
1457,Searching for Bobby Fischer
1458,Matinee
1459,Freaked
1460,Splitting Heirs
1461,Color of Night
1462,Only You
1463,The Paper
1464,The Sum of Us
1465,Rapa Nui
1466,Twister
1467,Eraser
1468,The Portrait of a Lady
1469,The Stupids
1470,The Fifth Element
1471,Picture Perfect
1472,The Sweet Hereafter
1473,Practical Magic
1474,Dirty Work
1475,Gods and Monsters
1476,Les Misérables
1477,Hard Rain
1478,How Stella Got Her Groove Back
1479,Cruel Intentions
1480,Mystery Men
1481,The Haunting
1482,The Messenger: The Story of Joan of Arc
1483,Beau travail
1484,The Wind Will Carry Us
1485,Instinct
1486,Lost & Found
1487,Joe the King
1488,Traffic
1489,The Replacements
1490,Vertical Limit
1491,Snow Day
1492,Bait
1493,The Thin Red Line
1494,Happiness
1495,Waking the Dead
1496,Black Hawk Down
1497,The Royal Tenenbaums
1498,A.I. Artificial Intelligence
1499,A Knight's Tale
1500,The Princess Diaries
1501,Planet of the Apes
1502,Atlantis: The Lost Empire
1503,Summer Catch
1504,Gosford Park
1505,Spy Game
1506,Joy Ride
1507,3000 Miles to Graceland
1508,From Hell
1509,Brotherhood of the Wolf
1510,American Outlaws
1511,Baby Boy
1512,K-PAX
1513,Life as a House
1514,Pootie Tang
1515,Bubble Boy
1516,The Devil's Backbone
1517,Jimmy Neutron: Boy Genius
1518,Cats & Dogs
1519,The Tailor of Panama
1520,O
1521,Black Knight
1522,Resident Evil
1523,Minority Report
1524,Austin Powers in Goldmember
1525,The Count of Monte Cristo
1526,Unfaithful
1527,Treasure Planet
1528,Equilibrium
1529,Spirit: Stallion of the Cimarron
1530,Kung Pow: Enter the Fist
1531,About Schmidt
1532,The Tuxedo
1533,Lilya 4-Ever
1534,Undisputed
1535,Rabbit-Proof Fence
1536,Trapped
1537,Dahmer
1538,Boat Trip
1539,Poolhall Junkies
1540,No Good Deed
1541,Terminator 3: Rise of the Machines
1542,Monster
1543,Once Upon a Time in Mexico
1544,Cold Mountain
1545,21 Grams
1546,Out of Time
1547,Runaway Jury
1548,Jeepers Creepers 2
1549,Malibu's Most Wanted
1550,The Return
1551,Young Adam
1552,The Triplets of Belleville
1553,Stuck on You
1554,Down with Love
1555,Anything Else
1556,It's All About Love
1557,White Chicks
1558,The Incredibles
1559,Layer Cake
1560,The Passion of the Christ
1561,Resident Evil: Apocalypse
1562,Anchorman: The Legend of Ron Burgundy
1563,The Chronicles of Riddick
1564,The Perfect Score
1565,Twisted
1566,Secret Window
1567,Kinsey
1568,Raise Your Voice
1569,Envy
1570,Nobody Knows
1571,Johnson Family Vacation
1572,Christmas with the Kranks
1573,Beyond the Sea
1574,Little Black Book
1575,It's All Gone Pete Tong
1576,Brokeback Mountain
1577,Constantine
1578,Star Wars: Episode III - Revenge of the Sith
1579,Fantastic Four
1580,Mr. & Mrs. Smith
1581,The Sisterhood of the Traveling Pants
1582,Rent
1583,Revolver
1584,Flightplan
1585,"Yours, Mine & Ours"
1586,Two for the Money
1587,Doom
1588,Kicking & Screaming
1589,The Cave
1590,The Perfect Man
1591,Cry Wolf
1592,In Her Shoes
1593,An American Haunting
1594,A Sound of Thunder
1595,Fierce People
1596,Beauty Shop
1597,Manderlay
1598,The Departed
1599,Little Children
1600,Inside Man
1601,Smokin' Aces
1602,Final Destination 3
1603,The Fall
1604,Black Snake Moan
1605,World Trade Center
1606,16 Blocks
1607,We Are Marshall
1608,Akeelah and the Bee
1609,"You, Me and Dupree"
1610,Tales from Earthsea
1611,Wristcutters: A Love Story
1612,Hollywoodland
1613,Bobby
1614,Infamous
1615,The Astronaut Farmer
1616,Skinwalkers
1617,Disturbia
1618,Ratatouille
1619,I Am Legend
1620,The Nanny Diaries
1621,Eastern Promises
1622,Blades of Glory
1623,Dead Silence
1624,Bee Movie
1625,Freedom Writers
1626,Before the Devil Knows You're Dead
1627,Elizabeth: The Golden Age
1628,Waitress
1629,Death Sentence
1630,Hotel for Dogs
1631,Eagle vs Shark
1632,Cassandra's Dream
1633,Son of Rambow
1634,Kung Fu Panda
1635,Seven Pounds
1636,Journey to the Center of the Earth
1637,Pineapple Express
1638,The Boy in the Striped Pajamas
1639,Yes Man
1640,Outlander
1641,The Women
1642,What Happens in Vegas
1643,Vantage Point
1644,Meet the Spartans
1645,One Missed Call
1646,My Best Friend's Girl
1647,Pontypool
1648,Waltz with Bashir
1649,Pathology
1650,The Wackness
1651,Surveillance
1652,Star Trek
1653,Jennifer's Body
1654,Fast & Furious
1655,District 9
1656,Fanboys
1657,Up in the Air
1658,The Princess and the Frog
1659,17 Again
1660,The Imaginarium of Doctor Parnassus
1661,The Ugly Truth
1662,Extract
1663,The Men Who Stare at Goats
1664,Pirate Radio
1665,Crank: High Voltage
1666,Confessions of a Shopaholic
1667,The Girl Who Played with Fire
1668,Brooklyn's Finest
1669,Hannah Montana: The Movie
1670,Darbareye Elly
1671,Astro Boy
1672,The Girl Who Kicked the Hornet's Nest
1673,Coco Before Chanel
1674,Chéri
1675,Harry Potter and the Deathly Hallows: Part 1
1676,Robin Hood
1677,Blue Valentine
1678,Piranha 3D
1679,The Other Guys
1680,Megamind
1681,Predators
1682,Super
1683,Four Lions
1684,Beyond the Black Rainbow
1685,From Paris with Love
1686,Beginners
1687,Take Shelter
1688,Midnight in Paris
1689,Sucker Punch
1690,Cowboys & Aliens
1691,Rango
1692,Real Steel
1693,Your Highness
1694,The Deep Blue Sea
1695,Killer Joe
1696,The Grey
1697,The Green Hornet
1698,Dream House
1699,Haywire
1700,Like Crazy
1701,The Eagle
1702,The Divide
1703,From Up on Poppy Hill
1704,Win Win
1705,The Dilemma
1706,Snow White and the Huntsman
1707,That's My Boy
1708,Dark Shadows
1709,American Reunion
1710,Madagascar 3: Europe's Most Wanted
1711,Taken 2
1712,Rust and Bone
1713,The Company You Keep
1714,Gone
1715,Alex Cross
1716,Amour
1717,The Collection
1718,Contraband
1719,A Royal Affair
1720,The Raven
1721,Not Fade Away
1722,Disconnect
1723,Hope Springs
1724,People Like Us
1725,"Farewell, My Queen"
1726,Gravity
1727,We're the Millers
1728,Oblivion
1729,Star Trek Into Darkness
1730,Anchorman 2: the Legend Continues
1731,Carrie
1732,After Earth
1733,Lee Daniels' The Butler
1734,Only God Forgives
1735,RED 2
1736,42
1737,The Last Stand
1738,The Grand Seduction
1739,The Bling Ring
1740,The Family
1741,One Chance
1742,Fruitvale Station
1743,Bad Grandpa
1744,Ida
1745,Getaway
1746,What We Do in the Shadows
1747,The Purge: Anarchy
1748,The Giver
1749,American Sniper
1750,Seventh Son
1751,Into the Storm
1752,Jack Ryan: Shadow Recruit
1753,The November Man
1754,Transcendence
1755,The Signal
1756,She's Funny That Way
1757,Love & Mercy
1758,"Two Days, One Night"
1759,Barefoot
1760,Cinderella
1761,Star Wars: Episode VII - The Force Awakens
1762,The Hunger Games: Mockingjay - Part 2
1763,The Age of Adaline
1764,Home
1765,Jupiter Ascending
1766,Pitch Perfect 2
1767,The Danish Girl
1768,Youth
1769,Pixels
1770,The Longest Ride
1771,Goosebumps
1772,Wild Card
1773,A Man Called Ove
1774,Sleeping with Other People
1775,Mortdecai
1776,The Transporter Refueled
1777,Krampus
1778,The Little Prince
1779,Louder Than Bombs
1780,Mother's Day
1781,Moana
1782,Rogue One: A Star Wars Story
1783,Hell or High Water
1784,Central Intelligence
1785,Silence
1786,Allied
1787,Zoolander 2
1788,A Hologram for the King
1789,Toni Erdmann
1790,Billy Lynn's Long Halftime Walk
1791,Pink
1792,Rock Dog
1793,A United Kingdom
1794,This Beautiful Fantastic
1795,Call Me by Your Name
1796,Logan
1797,Pirates of the Caribbean: Dead Men Tell No Tales
1798,Star Wars: Episode VIII - The Last Jedi
1799,Murder on the Orient Express
1800,xXx: Return of Xander Cage
1801,The Lego Batman Movie
1802,Lucky
1803,The Emoji Movie
1804,Double Lover
1805,A Dog's Purpose
1806,The Zookeeper's Wife
1807,The Captain
1808,American Satan
1809,Snatched
1810,How to Be a Latin Lover
1811,Black Panther
1812,Sicario: Day of the Soldado
1813,Bad Times at the El Royale
1814,Capharnaüm
1815,The House with a Clock in Its Walls
1816,Gotti
1817,Bad Samaritan
1818,Border
1819,Tully
1820,Lords of Chaos
1821,The Death & Life of John F. Donovan
1822,An Interview with God
1823,Midsommar
1824,Alita: Battle Angel
1825,Booksmart
1826,Long Shot
1827,X-Men: Dark Phoenix
1828,The Art of Self-Defense
1829,The Souvenir
1830,The Hustle
1831,The Kitchen
1832,Ip Man 4: The Finale
1833,Abominable
1834,A Dog's Journey
1835,A Dog's Way Home
1836,The Prodigy
1837,Ne Zha
1838,"Faith, Hope & Love"
1839,Bharat
1840,42nd Street: The Musical
1841,Shed of the Dead
1842,A Brother's Love
1843,Bad Boys for Life
1844,In America
1845,Gerry
1846,50 First Dates
1847,Domino
1848,London
1849,The Ballad of Jack and Rose
1850,The Benchwarmers
1851,Flyboys
1852,3:10 to Yuma
1853,The Heartbreak Kid
1854,The Hurt Locker
1855,Pride and Glory
1856,Gomorrah
1857,CJ7
1858,Last Chance Harvey
1859,Middle Men
1860,Miss March
1861,Cirque du Freak: the Vampire's Assistant
1862,She's Out of My League
1863,The Book of Eli
1864,The Debt
1865,Legend of the Guardians: the Owls of Ga'Hoole
1866,Immortals
1867,Martha Marcy May Marlene
1868,Zindagi Na Milegi Dobara
1869,The Best Exotic Marigold Hotel
1870,The Artist
1871,Attack the Block
1872,Detachment
1873,Looper
1874,Ted
1875,The Angels' Share
1876,Chernobyl Diaries
1877,Man of Steel
1878,Homefront
1879,Elysium
1880,Coherence
1881,The Mortal Instruments: City of Bones
1882,Adore
1883,The Great Beauty
1884,Saving Mr. Banks
1885,The Wind Rises
1886,The Canyons
1887,Upstream Color
1888,Charlie Countryman
1889,Inherent Vice
1890,Just Before I Go
1891,That Awkward Moment
1892,Winter's Tale
1893,Serena
1894,Heaven Is for Real
1895,Top Five
1896,Burnt
1897,Ted 2
1898,Land of Mine
1899,"Hello, My Name Is Doris"
1900,Kung Fu Panda 3
1901,Gifted
1902,The Shack
1903,First Reformed
1904,The Lego Ninjago Movie
1905,Blade of the Immortal
1906,Den of Thieves
1907,Searching
1908,Slaughterhouse Rulez
1909,Second Act
1910,Padmaavat
1911,1917
1912,Ma
1913,Killerman
1914,Miss Bala
1915,Storm Boy
1916,Live by Night
1917,It's Just Us
1918,The Hollars
1919,Superman II
1920,Ordinary People
1921,Urban Cowboy
1922,American Gigolo
1923,My Bodyguard
1924,The Awakening
1925,Hero at Large
1926,Arthur
1927,Dragonslayer
1928,Herbie Goes Bananas
1929,Loving Couples
1930,Das Boot
1931,Time Bandits
1932,The Four Seasons
1933,Scanners
1934,Taps
1935,The Final Conflict
1936,Carbon Copy
1937,An Officer and a Gentleman
1938,The Beastmaster
1939,Zapped!
1940,The Jazz Singer
1941,On Golden Pond
1942,History of the World: Part I
1943,The Hand
1944,Graduation Day
1945,Buddy Buddy
1946,Paradise
1947,Sophie's Choice
1948,Comin' at Ya!
1949,My Favorite Year
1950,Trail of the Pink Panther
1951,Hanky Panky
1952,The Return of Martin Guerre
1953,They Call Me Bruce
1954,If You Could See What I Hear
1955,Heidi's Song
1956,Sleepaway Camp
1957,Krull
1958,Cujo
1959,The Hunger
1960,Blue Thunder
1961,Deathstalker
1962,Something Wicked This Way Comes
1963,Star 80
1964,High Road to China
1965,The Lonely Lady
1966,Love Letters
1967,Police Academy
1968,Amadeus
1969,Nausicaä of the Valley of the Wind
1970,Crimes of Passion
1971,Joy of Sex
1972,The River
1973,A Soldier's Story
1974,Heavenly Bodies
1975,Over the Brooklyn Bridge
1976,Lily in Love
1977,Winter Flight
1978,Lifeforce
1979,Day of the Dead
1980,Just One of the Guys
1981,National Lampoon's European Vacation
1982,Tuff Turf
1983,D.A.R.Y.L.
1984,The Purple Rose of Cairo
1985,Terms of Endearment
1986,Amityville 3-D
1987,Heart Like a Wheel
1988,Once Upon a Time in America
1989,The Last Starfighter
1990,"Greystoke: The Legend of Tarzan, Lord of the Apes"
1991,Swing Shift
1992,The Evil That Men Do
1993,Repentance
1994,Under the Volcano
1995,Hot Moves
1996,Thief of Hearts
1997,Country
1998,The Bay Boy
1999,Windy City
2000,The Color Purple
2001,Mad Max Beyond Thunderdome
2002,Spies Like Us
2003,Jagged Edge
2004,Young Sherlock Holmes
2005,Trouble in Mind
2006,The Holcroft Covenant
2007,The Heavenly Kid
2008,The New Kids
2009,Lost in America
2010,"Paris, Texas"
2011,"No Retreat, No Surrender"
2012,Rustlers' Rhapsody
2013,Plenty
2014,The Protector
2015,The Mean Season
2016,The Aviator
2017,Water
2018,Bad Medicine
2019,Wetherby
2020,Three Men and a Cradle
2021,Bal na vodi
2022,Certain Fury
2023,Tea in the Harem
2024,Top Gun
2025,Ferris Bueller's Day Off
2026,Crocodile Dundee
2027,The Color of Money
2028,Working Girls
2029,Three Amigos!
2030,One Crazy Summer
2031,Night of the Creeps
2032,The Great Mouse Detective
2033,Troll
2034,Lady Jane
2035,Murphy's Law
2036,Nothing in Common
2037,52 Pick-Up
2038,Black Moon Rising
2039,The Men's Club
2040,Summer
2041,Link
2042,Under the Cherry Moon
2043,The Boy in Blue
2044,Playing for Keeps
2045,Sky Bandits
2046,Bullies
2047,RoboCop
2048,Spaceballs
2049,Empire of the Sun
2050,Beverly Hills Cop II
2051,Less Than Zero
2052,Prince of Darkness
2053,Flowers in the Attic
2054,Amazon Women on the Moon
2055,Maid to Order
2056,Cry Freedom
2057,Pelle the Conqueror
2058,The Allnighter
2059,Steel Dawn
2060,"Silent Night, Deadly Night Part 2"
2061,The Outing
2062,Nuts
2063,My Demon Lover
2064,Cold Steel
2065,Million Dollar Mystery
2066,Big
2067,Coming to America
2068,The Naked Gun: from the Files of Police Squad!
2069,Mac and Me
2070,A Night in the Life of Jimmy Reardon
2071,Buster
2072,Appointment with Death
2073,Vice Versa
2074,Torch Song Trilogy
2075,Red Scorpion
2076,Not of This Earth
2077,Messenger of Death
2078,The Couch Trip
2079,Without a Clue
2080,Heart of Midnight
2081,Clean and Sober
2082,Patty Hearst
2083,Salome's Last Dance
2084,Apartment Zero
2085,The Little Mermaid
2086,Steel Magnolias
2087,Say Anything
2088,The Package
2089,Tie Me Up! Tie Me Down!
2090,Dream a Little Dream
2091,The Fabulous Baker Boys
2092,Gleaming the Cube
2093,The Dream Team
2094,Last Exit to Brooklyn
2095,Kinjite: Forbidden Subjects
2096,Police Academy 6: City Under Siege
2097,Sing
2098,Jesus of Montreal
2099,Night Game
2100,Misery
2101,Kindergarten Cop
2102,The Handmaid's Tale
2103,The Hot Spot
2104,Arachnophobia
2105,Days of Thunder
2106,Child's Play 2
2107,Postcards from the Edge
2108,Frankenhooker
2109,Hardware
2110,Blue Steel
2111,Tales from the Darkside: The Movie
2112,Texasville
2113,"After Dark, My Sweet"
2114,A Shock to the System
2115,Defense of the Realm
2116,The Big Easy
2117,Vamp
2118,The Hidden
2119,Ishtar
2120,Project X
2121,The Fourth Protocol
2122,The Whales of August
2123,American Ninja 2: The Confrontation
2124,Creepozoids
2125,Fatal Beauty
2126,Malone
2127,Return to Horror High
2128,Death Before Dishonor
2129,The Big Blue
2130,Colors
2131,Next of Kin
2132,Fat Man and Little Boy
2133,Second Sight
2134,Three Men and a Little Lady
2135,Dark Angel
2136,Green Card
2137,Taking Care of Business
2138,Desperate Hours
2139,The Long Walk Home
2140,Tapeheads
2141,Internal Affairs
2142,Russkies
2143,Streets
2144,To Sleep with Anger
2145,Boiling Point
2146,Tune in Tomorrow...
2147,Y Tu Mamá También
2148,Bill & Ted's Bogus Journey
2149,Father of the Bride
2150,What About Bob?
2151,Highlander II: The Quickening
2152,Stone Cold
2153,Showdown in Little Tokyo
2154,Jungle Fever
2155,The Hard Way
2156,Only Yesterday
2157,Close My Eyes
2158,Dutch
2159,High Heels
2160,The Doctor
2161,Johnny Suede
2162,Mississippi Masala
2163,The Perfect Weapon
2164,K2
2165,Kickboxer 2: the Road Back
2166,Scissors
2167,The Efficiency Expert
2168,Run
2169,Liebestraum
2170,Stepping Out
2171,"Mon père, ce héros."
2172,Batman Returns
2173,The Mighty Ducks
2174,The Crying Game
2175,Under Siege
2176,Poison Ivy
2177,White Men Can't Jump
2178,Bitter Moon
2179,Hoffa
2180,3 Ninjas
2181,Hellraiser III: Hell on Earth
2182,Ladybugs
2183,Raising Cain
2184,Split Second
2185,Dr. Giggles
2186,Thunderheart
2187,Stop! Or My Mom Will Shoot
2188,Unlawful Entry
2189,Noises Off...
2190,Rapid Fire
2191,South Central
2192,Un Coeur en Hiver
2193,Naked Killer
2194,CrissCross
2195,Prelude to a Kiss
2196,The Best Intentions
2197,The Mambo Kings
2198,Simple Men
2199,Night and the City
2200,This Is My Life
2201,The Long Day Closes
2202,Once Upon a Time in China III
2203,Dennis the Menace
2204,Sister Act 2: Back in the Habit
2205,Groundhog Day
2206,Addams Family Values
2207,Free Willy
2208,RoboCop 3
2209,Benny & Joon
2210,Striking Distance
2211,Beethoven's 2nd
2212,Airborne
2213,Undercover Blues
2214,Heart and Souls
2215,Red Rock West
2216,Ghost in the Machine
2217,The Scent of Green Papaya
2218,Kika
2219,Guilty as Sin
2220,Philadelphia Experiment II
2221,Ethan Frome
2222,Dumb and Dumber
2223,Interview with the Vampire: the Vampire Chronicles
2224,The Flintstones
2225,The Last Seduction
2226,Star Trek: Generations
2227,Disclosure
2228,Richie Rich
2229,Airheads
2230,Muriel's Wedding
2231,Surviving the Game
2232,Chasers
2233,With Honors
2234,On Deadly Ground
2235,Ready to Wear
2236,The Chase
2237,Milk Money
2238,Renaissance Man
2239,Brainscan
2240,Cabin Boy
2241,Sleep with Me
2242,A Low Down Dirty Shame
2243,Mosquito
2244,Squanto: A Warrior's Tale
2245,Before Sunrise
2246,Friday
2247,Crimson Tide
2248,To Die For
2249,Mr. Holland's Opus
2250,Dolores Claiborne
2251,How to Make an American Quilt
2252,Tall Tale
2253,The Cure
2254,The Englishman Who Went Up a Hill But Came Down a Mountain
2255,Blue in the Face
2256,Jeffrey
2257,Panther
2258,Matilda
2259,Crash
2260,The Rock
2261,Mars Attacks!
2262,The Long Kiss Goodnight
2263,Sling Blade
2264,The Birdcage
2265,The Cable Guy
2266,Big Night
2267,Emma
2268,Beavis and Butt-Head Do America
2269,Mulholland Falls
2270,Maximum Risk
2271,Lone Star
2272,Flipper
2273,The Crow: City of Angels
2274,SubUrbia
2275,Before and After
2276,A Thin Line Between Love and Hate
2277,City Hall
2278,The Sunchaser
2279,All Dogs Go to Heaven 2
2280,Schizopolis
2281,The Associate
2282,Kansas City
2283,Infinity
2284,Last Dance
2285,Titanic
2286,Liar Liar
2287,Kiss the Girls
2288,Amistad
2289,Spice World
2290,The Relic
2291,Bean
2292,Taste of Cherry
2293,RocketMan
2294,Live Flesh
2295,Fire Down Below
2296,Suicide Kings
2297,City of Industry
2298,One Eight Seven
2299,Fireworks
2300,Lawn Dogs
2301,The Last Time I Committed Suicide
2302,Out to Sea
2303,Firelight
2304,The Real Blonde
2305,Smilla's Sense of Snow
2306,The Faculty
2307,Mulan
2308,Pleasantville
2309,You've Got Mail
2310,Godzilla
2311,Shakespeare in Love
2312,Enemy of the State
2313,Hope Floats
2314,Sliding Doors
2315,Soldier
2316,The Big Hit
2317,The Mighty
2318,Wrongfully Accused
2319,New Rose Hotel
2320,Jack Frost
2321,Central Station
2322,Smoke Signals
2323,Meet the Deedles
2324,Kissing a Fool
2325,Sour Grapes
2326,Zero Effect
2327,10 Things I Hate About You
2328,She's All That
2329,Tarzan
2330,The Iron Giant
2331,Life
2332,8MM
2333,A Walk on the Moon
2334,Bringing Out the Dead
2335,Go
2336,Bowfinger
2337,Teaching Mrs. Tingle
2338,Human Traffic
2339,Humanity
2340,My Favorite Martian
2341,Edtv
2342,Eye of the Beholder
2343,Kikujiro
2344,Cookie's Fortune
2345,The Love Letter
2346,Cradle Will Rock
2347,Plunkett & Macleane
2348,A Map of the World
2349,Terror Firmer
2350,Meet the Parents
2351,Dracula 2000
2352,Wonder Boys
2353,Dancing at the Blue Iguana
2354,Down to You
2355,Bamboozled
2356,Woman on Top
2357,The Ladies Man
2358,O Fantasma
2359,Bounce
2360,Mortal Thoughts
2361,Patriot Games
2362,One False Move
2363,Brain Donors
2364,Indecent Proposal
2365,Dave
2366,Return of the Living Dead III
2367,Flesh and Bone
2368,My Boyfriend's Back
2369,The Pagemaster
2370,Of Love and Shadows
2371,In the Army Now
2372,Princess Caraboo
2373,Lightning Jack
2374,Mallrats
2375,Pocahontas
2376,Higher Learning
2377,The Crossing Guard
2378,Something to Talk About
2379,Jack & Sarah
2380,The Flower of My Secret
2381,An Awfully Big Adventure
2382,La fille seule
2383,Primal Fear
2384,That Thing You Do!
2385,The Hunchback of Notre Dame
2386,The Quest
2387,A Summer's Tale
2388,I Shot Andy Warhol
2389,Girl 6
2390,Shiloh
2391,The Game
2392,Good Will Hunting
2393,Wishmaster
2394,Anna Karenina
2395,The Sixth Man
2396,"Lock, Stock and Two Smoking Barrels"
2397,The Negotiator
2398,Psycho
2399,Quest for Camelot
2400,Strike!
2401,The Newton Boys
2402,The Gingerbread Man
2403,Knock Off
2404,Home Fries
2405,Magnolia
2406,The Thomas Crown Affair
2407,But I'm a Cheerleader
2408,Arlington Road
2409,Stigmata
2410,Virus
2411,Simply Irresistible
2412,X-Men
2413,The Beach
2414,The Road to El Dorado
2415,28 Days
2416,Autumn in New York
2417,Highlander: Endgame
2418,The in Crowd
2419,Taxi 2
2420,Here on Earth
2421,The Mangler
2422,3 Ninjas: High Noon at Mega Mountain
2423,The Legend of Bagger Vance
2424,Not Another Teen Movie
2425,Blow
2426,Shallow Hal
2427,Zoolander
2428,Monster's Ball
2429,Bully
2430,Crocodile Dundee in Los Angeles
2431,Saving Silverman
2432,The Glass House
2433,Sweet November
2434,Waking Life
2435,Get Over It
2436,Exit Wounds
2437,Lagaan: Once Upon a Time in India
2438,Dil Chahta Hai
2439,Enigma
2440,Say It Isn't So
2441,"Scotland, Pa."
2442,Recess: School's Out
2443,The Curse of the Jade Scorpion
2444,Spider-Man
2445,The Sum of All Fears
2446,Harry Potter and the Chamber of Secrets
2447,The Ring
2448,The Sweetest Thing
2449,The Transporter
2450,Blue Crush
2451,About a Boy
2452,I Spy
2453,The Four Feathers
2454,Windtalkers
2455,Murder by Numbers
2456,Juwanna Mann
2457,Below
2458,Far from Heaven
2459,Spider
2460,Full Frontal
2461,Open Hearts
2462,Pinocchio
2463,Sweet Sixteen
2464,The Lord of the Rings: The Return of the King
2465,Love Actually
2466,Big Fish
2467,Master and Commander: the Far Side of the World
2468,The Missing
2469,Timeline
2470,X2: X-Men United
2471,Freddy vs. Jason
2472,Intolerable Cruelty
2473,Matchstick Men
2474,Seabiscuit
2475,American Wedding
2476,Paycheck
2477,House of Sand and Fog
2478,The Cooler
2479,Cold Creek Manor
2480,Dorm Daze
2481,Bulletproof Monk
2482,The Best of Youth
2483,I Capture the Castle
2484,The Singing Detective
2485,Pride and Prejudice
2486,Control
2487,The Terminal
2488,The Day After Tomorrow
2489,Dawn of the Dead
2490,Hellboy
2491,Walking Tall
2492,Starsky & Hutch
2493,Hotel Rwanda
2494,The Princess Diaries 2: Royal Engagement
2495,Ray
2496,Bride & Prejudice
2497,The Grudge
2498,Miracle
2499,The Prince and Me
2500,Shall We Dance
2501,A Love Song for Bobby Long
2502,Mean Creek
2503,Eros
2504,New York Minute
2505,The Libertine
2506,Millions
2507,Mind Game
2508,The Dukes of Hazzard
2509,Nanny McPhee
2510,The Brothers Grimm
2511,Fun with Dick and Jane
2512,Elizabethtown
2513,Diary of a Mad Black Woman
2514,Wallace & Gromit: The Curse of the Were-Rabbit
2515,The Jacket
2516,Bad News Bears
2517,xXx: State of the Union
2518,A Lot Like Love
2519,The World's Fastest Indian
2520,Must Love Dogs
2521,Roll Bounce
2522,Supercross
2523,Angel-A
2524,The Man
2525,Factotum
2526,Joyeux Noel
2527,Cars
2528,Blood Diamond
2529,Mission: Impossible III
2530,Cashback
2531,Over the Hedge
2532,Dreamgirls
2533,The Texas Chainsaw Massacre: the Beginning
2534,United 93
2535,Southland Tales
2536,Failure to Launch
2537,Clerks II
2538,Invincible
2539,Firewall
2540,The Painted Veil
2541,Date Movie
2542,Flicka
2543,Peaceful Warrior
2544,The Last Kiss
2545,Old Joy
2546,The Grudge 2
2547,American Gangster
2548,Hot Fuzz
2549,28 Weeks Later
2550,Funny Games
2551,The Bourne Ultimatum
2552,The Kingdom
2553,Teeth
2554,La Vie En Rose
2555,No Reservations
2556,Savage Grace
2557,The Messengers
2558,Om Shanti Om
2559,Love in the Time of Cholera
2560,The Nines
2561,Rise: Blood Hunter
2562,88 Minutes
2563,Stomp the Yard
2564,Burn After Reading
2565,The Happening
